Date,High,Low,Open,Close,Volume,Adj Close
2019-07-10,203.72999572753906,201.55999755859375,201.85000610351562,203.22999572753906,17897100.0,201.854736328125
2019-07-11,204.38999938964844,201.7100067138672,203.30999755859375,201.75,20191800.0,200.38475036621094
2019-07-12,204.0,202.1999969482422,202.4499969482422,203.3000030517578,17595200.0,201.9242706298828
2019-07-15,205.8699951171875,204.0,204.08999633789062,205.2100067138672,16947400.0,203.82135009765625
2019-07-16,206.11000061035156,203.5,204.58999633789062,204.5,16866800.0,203.1161346435547
2019-07-17,205.08999633789062,203.27000427246094,204.0500030517578,203.35000610351562,14107500.0,201.9739227294922
2019-07-18,205.8800048828125,203.6999969482422,204.0,205.66000366210938,18540600.0,204.26829528808594
2019-07-19,206.5,202.36000061035156,205.7899932861328,202.58999633789062,20929300.0,201.2190704345703
2019-07-22,207.22999572753906,203.61000061035156,203.64999389648438,207.22000122070312,22277900.0,205.81773376464844
2019-07-23,208.91000366210938,207.2899932861328,208.4600067138672,208.83999633789062,18355200.0,207.4267578125
2019-07-24,209.14999389648438,207.1699981689453,207.6699981689453,208.6699981689453,14991600.0,207.2579345703125
2019-07-25,209.24000549316406,206.72999572753906,208.88999938964844,207.02000427246094,13909600.0,205.6190948486328
2019-07-26,209.72999572753906,207.13999938964844,207.47999572753906,207.74000549316406,17618900.0,206.33421325683594
2019-07-29,210.63999938964844,208.44000244140625,208.4600067138672,209.67999267578125,21673400.0,208.26107788085938
2019-07-30,210.16000366210938,207.30999755859375,208.75999450683594,208.77999877929688,33935700.0,207.36717224121094
2019-07-31,221.3699951171875,211.3000030517578,216.4199981689453,213.0399932861328,69281400.0,211.59835815429688
2019-08-01,218.02999877929688,206.74000549316406,213.89999389648438,208.42999267578125,54017900.0,207.01953125
2019-08-02,206.42999267578125,201.6300048828125,205.52999877929688,204.02000427246094,40862100.0,202.63938903808594
2019-08-05,198.64999389648438,192.5800018310547,197.99000549316406,193.33999633789062,52393000.0,192.03164672851562
