Date,High,Low,Open,Close,Volume,Adj Close
2019-07-10,34.029998779296875,33.36000061035156,33.560001373291016,33.790000915527344,60388400,33.790000915527344
2019-07-11,34.0,32.7599983215332,33.90999984741211,33.060001373291016,63081800,33.060001373291016
2019-07-12,33.38999938964844,32.59000015258789,32.7599983215332,33.209999084472656,51509700,33.209999084472656
2019-07-15,34.54999923706055,33.27000045776367,33.34000015258789,34.38999938964844,65565200,34.38999938964844
2019-07-16,34.86000061035156,33.79999923706055,34.29999923706055,33.849998474121094,66912700,33.849998474121094
2019-07-17,34.29999923706055,33.4900016784668,34.0099983215332,33.599998474121094,42557900,33.599998474121094
2019-07-18,33.459999084472656,32.41999816894531,33.029998779296875,33.0,58610900,33.0
2019-07-19,33.349998474121094,32.45000076293945,33.08000183105469,32.5099983215332,44617700,32.5099983215332
2019-07-22,33.310001373291016,32.7400016784668,32.79999923706055,32.849998474121094,37777300,32.849998474121094
2019-07-23,33.5,32.93000030517578,33.16999816894531,33.4900016784668,38532500,33.4900016784668
2019-07-24,34.36000061035156,33.45000076293945,33.63999938964844,34.11000061035156,41952300,34.11000061035156
2019-07-25,34.25,33.619998931884766,34.04999923706055,33.66999816894531,36705600,33.66999816894531
2019-07-26,34.77000045776367,33.869998931884766,34.22999954223633,34.02000045776367,43502800,34.02000045776367
2019-07-29,34.18000030517578,32.97999954223633,34.13999938964844,33.47999954223633,45922000,33.47999954223633
2019-07-30,33.939998626708984,32.939998626708984,33.209999084472656,33.869998931884766,72198900,33.869998931884766
2019-07-31,32.29999923706055,30.299999237060547,32.08000183105469,30.450000762939453,119190000,30.450000762939453
2019-08-01,31.479999542236328,29.100000381469727,30.5,29.860000610351562,80878900,29.860000610351562
2019-08-02,29.729999542236328,28.940000534057617,29.479999542236328,29.440000534057617,60410900,29.440000534057617
2019-08-05,28.489999771118164,27.649999618530273,28.260000228881836,27.989999771118164,74333200,27.989999771118164
2019-08-06,29.049999237060547,28.200000762939453,28.860000610351562,28.860000610351562,60578400,28.860000610351562
2019-08-07,29.280000686645508,28.3700008392334,28.469999313354492,29.190000534057617,58577500,29.190000534057617
2019-08-08,34.27000045776367,31.479999542236328,31.530000686645508,33.91999816894531,167278800,33.91999816894531
2019-08-09,35.54999923706055,33.08000183105469,33.45000076293945,34.189998626708984,132483900,34.189998626708984
2019-08-12,34.650001525878906,32.08000183105469,34.15999984741211,32.43000030517578,106737000,32.43000030517578
2019-08-13,33.13999938964844,31.719999313354492,32.36000061035156,32.11000061035156,102009700,32.11000061035156
2019-08-14,31.049999237060547,29.510000228881836,31.0,30.239999771118164,127521500,30.239999771118164
2019-08-15,30.729999542236328,29.209999084472656,30.6299991607666,29.670000076293945,71674400,29.670000076293945
2019-08-16,31.479999542236328,30.209999084472656,30.309999465942383,31.18000030517578,70469800,31.18000030517578
2019-08-19,32.189998626708984,31.420000076293945,32.0,31.479999542236328,67596900,31.479999542236328
2019-08-20,31.309999465942383,30.450000762939453,30.940000534057617,30.719999313354492,47924000,30.719999313354492
2019-08-21,31.739999771118164,30.84000015258789,31.049999237060547,31.700000762939453,41441500,31.700000762939453
2019-08-22,31.920000076293945,30.979999542236328,31.760000228881836,31.899999618530273,47667900,31.899999618530273
2019-08-23,31.829999923706055,29.399999618530273,31.299999237060547,29.540000915527344,83681100,29.540000915527344
2019-08-26,30.719999313354492,29.940000534057617,30.34000015258789,30.280000686645508,50612500,30.280000686645508
2019-08-27,30.889999389648438,29.600000381469727,30.600000381469727,30.200000762939453,53229200,30.200000762939453
2019-08-28,31.18000030517578,29.700000762939453,29.920000076293945,30.780000686645508,54623386,30.780000686645508
